data_moran_type,noise_moran,data_moran,rmse,corr,ssim,coverage_rate
neg,0.7783243991513341,-0.9426611508918318,0.19518389010778797,0.23986727134171368,0.14049457280528038,0.8247
neg,0.9396717790663035,-0.1410495438128567,0.08436458453964513,0.5409768002503623,0.28433502887118794,0.8479
neg,0.9396717790663035,-0.4762218133233407,0.08394378128546322,0.5886293926775058,0.30852263241457883,0.8649
neg,0.9396717790663035,-0.6700090675545946,0.08414160428009465,0.5464441138821694,0.30382257771142934,0.8436
neg,0.9396717790663035,-0.7800832000423832,0.08449548035960838,0.5650150629816565,0.29509142823405377,0.8526
neg,0.9396717790663035,-0.8446215842549725,0.08492091037176198,0.5547007290912002,0.2970411431360404,0.8673
neg,0.9396717790663035,-0.8846289036488941,0.08527099435303748,0.5441772544141376,0.28219455543049154,0.8639
neg,0.9396717790663035,-0.9110327728305374,0.0842613569083372,0.6035312991047338,0.3296985443092862,0.874
neg,0.9396717790663035,-0.9293912726389735,0.08090659539781876,0.5898886762605176,0.31094115596842686,0.8588
neg,0.9396717790663035,-0.9426611508918318,0.08289294992422493,0.582689553186816,0.3005263424097565,0.8544
neg,0.9722701355341671,-0.1410495438128567,0.04601033106861909,0.721954752787634,0.4190921410635433,0.8779
neg,0.9722701355341671,-0.4762218133233407,0.04466814662984982,0.7198640661593129,0.442634967221271,0.8617
neg,0.9722701355341671,-0.6700090675545946,0.04662489117699375,0.7315281500743027,0.44217247421499983,0.884
neg,0.9722701355341671,-0.7800832000423832,0.047187482767227354,0.7381051865256997,0.44655750597285315,0.8944
neg,0.9722701355341671,-0.8446215842549725,0.045435284682185335,0.7378470471316116,0.4503775550861409,0.8822
neg,0.9722701355341671,-0.8846289036488941,0.04671477630396341,0.7277855381786824,0.43228443359032775,0.8856
neg,0.9722701355341671,-0.9110327728305374,0.04752281732101291,0.7261795129374037,0.43739603436746033,0.8901
neg,0.9722701355341671,-0.9293912726389735,0.04647077914476431,0.7503028086326194,0.4509813906957742,0.9004
neg,0.9722701355341671,-0.9426611508918318,0.044244775863383976,0.7498864743582945,0.45136212126504344,0.8784
neg,0.9831347424274329,-0.1410495438128567,0.028699001573979185,0.809700886635116,0.5208336318928248,0.8917
neg,0.9831347424274329,-0.4762218133233407,0.028539482112474784,0.8246548796600471,0.5510024577601143,0.899
neg,0.9831347424274329,-0.6700090675545946,0.029768589175403915,0.8306371827575282,0.5557291058381286,0.9319
neg,0.9831347424274329,-0.7800832000423832,0.029218227686994672,0.7978242525230751,0.5360262424457417,0.8994
neg,0.9831347424274329,-0.8446215842549725,0.02931427569780395,0.8218034041799777,0.5470039271826824,0.9155
neg,0.9831347424274329,-0.8846289036488941,0.028608090306924207,0.8155391635294447,0.5414565392063743,0.9001
neg,0.9831347424274329,-0.9110327728305374,0.028778910093996052,0.8204664309274649,0.5350800042508546,0.9079
neg,0.9831347424274329,-0.9293912726389735,0.028407199723357496,0.8167770180247829,0.5474141029581535,0.9079
neg,0.9831347424274329,-0.9426611508918318,0.02871107335235493,0.8241364487511009,0.538276667452752,0.9039
neg,0.9886542446545953,-0.1410495438128567,0.019468148930584354,0.8697269759418267,0.6008292370385961,0.9185
neg,0.9886542446545953,-0.4762218133233407,0.01906291237290791,0.8744572484848055,0.6104275763726756,0.91
neg,0.9886542446545953,-0.6700090675545946,0.018817095637995253,0.8684652768375584,0.6125655554129468,0.9015
neg,0.9886542446545953,-0.7800832000423832,0.018846230567600365,0.8664275303258171,0.5993006320807429,0.8981
neg,0.9886542446545953,-0.8446215842549725,0.01866515368747559,0.8753356186250608,0.6121993011165551,0.9001
neg,0.9886542446545953,-0.8846289036488941,0.019441373352472334,0.86490201561627,0.5996140837196684,0.9147
neg,0.9886542446545953,-0.9110327728305374,0.01967071836681506,0.86570727639561,0.586509412741104,0.9114
neg,0.9886542446545953,-0.9293912726389735,0.01964495408197729,0.8624283214253576,0.5924328105627718,0.9117
neg,0.9886542446545953,-0.9426611508918318,0.019762563207514315,0.8764142701222176,0.6069513658331405,0.9314
neg,0.9918687429664483,-0.1410495438128567,0.013933729941483054,0.9003558322832631,0.6357633335732555,0.9213
neg,0.9918687429664483,-0.4762218133233407,0.013914365957803694,0.9027222136842924,0.6270927261106435,0.9127
neg,0.9918687429664483,-0.6700090675545946,0.013795575798765492,0.901184795731353,0.6375929479356218,0.9173
neg,0.9918687429664483,-0.7800832000423832,0.013991959887423761,0.8996831321433175,0.6268782641667875,0.92
neg,0.9918687429664483,-0.8446215842549725,0.014014524664769339,0.9049103136991837,0.6461894214574906,0.9274
neg,0.9918687429664483,-0.8846289036488941,0.013799774892961176,0.9015231314715639,0.6235414072948989,0.9192
neg,0.9918687429664483,-0.9110327728305374,0.013600492900543317,0.9083302312413071,0.6462985668982961,0.9169
neg,0.9918687429664483,-0.9293912726389735,0.013673319479267263,0.9069697751106464,0.6343667312542026,0.9227
neg,0.9918687429664483,-0.9426611508918318,0.013912361383648746,0.9057071416037765,0.6359064446492914,0.9195
neg,0.9938785317292541,-0.1410495438128567,0.009879156575715618,0.9336822765126482,0.6824076224142751,0.9199
neg,0.9938785317292541,-0.4762218133233407,0.010396619585217603,0.9248255516335687,0.6759592484592729,0.9268
neg,0.9938785317292541,-0.6700090675545946,0.009923184622002028,0.9331024200130689,0.6914579655073833,0.9261
neg,0.9938785317292541,-0.7800832000423832,0.01001773929544261,0.9347587908975443,0.6878065395200867,0.9348
neg,0.9938785317292541,-0.8446215842549725,0.01020460066372056,0.9301262416977754,0.6808914885720428,0.9289
neg,0.9938785317292541,-0.8846289036488941,0.009887295076573334,0.9336764757748852,0.684599621206911,0.9231
neg,0.9938785317292541,-0.9110327728305374,0.010283545347520445,0.9283921046864329,0.6660446542999026,0.9288
neg,0.9938785317292541,-0.9293912726389735,0.010443121513157962,0.9274735247146685,0.6796366666912207,0.9304
neg,0.9938785317292541,-0.9426611508918318,0.01019688184544495,0.9330295521155163,0.6786665207005106,0.9358
neg,0.995277811538734,-0.1410495438128567,0.007708120327724246,0.9472905999215568,0.7240675245212764,0.938
neg,0.995277811538734,-0.4762218133233407,0.00794984508062954,0.9463930753848467,0.7228210655020312,0.946
neg,0.995277811538734,-0.6700090675545946,0.0077134448773562205,0.9481397707908642,0.7302010781304848,0.938
neg,0.995277811538734,-0.7800832000423832,0.007628437588993716,0.948337469073367,0.7236339580187868,0.9339
neg,0.995277811538734,-0.8446215842549725,0.007717708057401739,0.946936568910494,0.7314426056196317,0.9307
neg,0.995277811538734,-0.8846289036488941,0.007906282007981819,0.9436017314460129,0.7158418090647592,0.9329
neg,0.995277811538734,-0.9110327728305374,0.007705549473206028,0.9491267528965116,0.7342387459900652,0.9374
neg,0.995277811538734,-0.9293912726389735,0.00802897917862064,0.944928484592854,0.7236958941767669,0.9443
neg,0.995277811538734,-0.9426611508918318,0.007703991757491508,0.9487257099135471,0.7306065845744657,0.9385
